Opponent/Game	Category	Start	Click	End	XY	Attacking Player	Shot Origin	Shot Outcome	Shot Location	Defending Player	Descriptor
CANADA	Shot Canada	53:16	53:21	53:30	Worlds Preliminary 2026 M	Harry	1	Canada Out	0		
CANADA	Shot Opponent	53:27	53:32	53:44	Worlds Preliminary 2026 M	Player 3	2	Canada Ball Control Save	2.5	Mason	
CANADA	Shot Canada	53:40	53:45	53:50	Worlds Preliminary 2026 M	Mason	3	Opponent Save	4	Player 5	
CANADA	Shot Opponent	53:44	53:49	54:01	Worlds Preliminary 2026 M	Player 5	3	Canada Save	3	Mason	
CANADA	Shot Canada	53:56	54:01	54:10	Worlds Preliminary 2026 M	Blair	4	Opponent Save	3.5	Player 7	
CANADA	Shot Opponent	54:05	54:10	54:20	Worlds Preliminary 2026 M	Player 5	4	Canada Ball Control Save	4	Blair	
CANADA	Shot Canada	54:16	54:21	54:34	Worlds Preliminary 2026 M	Harry	1	Goal Canada	4	Player 5	
CANADA	Shot Opponent	54:34	54:39	54:53	Worlds Preliminary 2026 M	Player 3	2	Canada Ball Control Save	3.5	Mason	
CANADA	Shot Canada	54:49	54:54	55:06	Worlds Preliminary 2026 M	Blair	5	Goal Canada	2	Player 3	
CANADA	Shot Opponent	55:07	55:12	55:26	Worlds Preliminary 2026 M	Player 3	2	Canada Ball Control Save	4	Blair	
CANADA	Shot Canada	55:21	55:26	55:33	Worlds Preliminary 2026 M	Harry	1	Opponent Save	3.5	Player 7	
CANADA	Shot Opponent	55:28	55:33	55:42	Worlds Preliminary 2026 M	Player 5	4	Canada Ball Control Save	4	Blair	
CANADA	Shot Canada	55:38	55:43	55:49	Worlds Preliminary 2026 M	Blair	5	Opponent Save	2.5	Player 7	
CANADA	Shot Opponent	55:45	55:50	56:01	Worlds Preliminary 2026 M	Player 3	2	Canada Ball Control Save	2	Mason	
CANADA	Shot Canada	56:39	56:44	56:56	Worlds Preliminary 2026 M	Blair	4	Opponent Save	3	Player 7	
CANADA	Shot Opponent	56:52	56:57	57:06	Worlds Preliminary 2026 M	Player 5	4	Canada Ball Control Save	2	Mason	
CANADA	Shot Canada	57:01	57:06	57:13	Worlds Preliminary 2026 M	Mason	3	Opponent Save	4	Player 5	
CANADA	Shot Opponent	57:08	57:13	57:25	Worlds Preliminary 2026 M	Player 3	4	Canada Save	2	Harry	
CANADA	Shot Canada	57:21	57:26	57:31	Worlds Preliminary 2026 M	Mason	3	Opponent Save	4	Player 5	
CANADA	Shot Opponent	57:27	57:32	57:37	Worlds Preliminary 2026 M	Player 3	2	Canada Ball Control Save	3	Mason	
CANADA	Shot Canada	57:32	57:37	57:46	Worlds Preliminary 2026 M	Blair	5	Opponent Save	2	Player 3	
CANADA	Shot Opponent	57:42	57:47	57:56	Worlds Preliminary 2026 M	Player 3	2	Canada Ball Control Save	5	Blair	
CANADA	Shot Canada	58:27	58:32	58:52	Worlds Preliminary 2026 M	Harry	4	Canada Out	0		
CANADA	Shot Opponent	58:48	58:53	59:04	Worlds Preliminary 2026 M	Player 5	4	Canada Ball Control Save	2	Mason	
CANADA	Shot Canada	58:59	59:04	59:13	Worlds Preliminary 2026 M	Blair	4	Long Ball			
CANADA	Penalty Shot Opponent	59:25	59:30	59:42	Worlds Preliminary 2026 M	Player 5	3	Opponent Out	6		
CANADA	Shot Canada	59:44	59:49	59:58	Worlds Preliminary 2026 M	Harry	1	Opponent Save	4	Player 5	
CANADA	Shot Opponent	59:56	60:01	60:12	Worlds Preliminary 2026 M	Player 3	4	Canada Ball Control Save	1	Harry	
CANADA	Shot Canada	60:08	60:13	60:24	Worlds Preliminary 2026 M	Harry	5	Opponent Save	3	Player 7	
CANADA	Shot Opponent	60:19	60:24	60:37	Worlds Preliminary 2026 M	Player 3	2	Canada Ball Control Save	4	Nick	
CANADA	Shot Canada	60:32	60:37	60:42	Worlds Preliminary 2026 M	Blair	5	Opponent Save	2	Player 3	
CANADA	Shot Opponent	60:38	60:43	60:51	Worlds Preliminary 2026 M	Player 3	1	Canada Ball Control Save	5	Blair	
CANADA	Shot Canada	60:49	60:54	60:59	Worlds Preliminary 2026 M	Harry	5	Long Ball			
CANADA	Penalty Shot Opponent	61:20	61:25	61:37	Worlds Preliminary 2026 M	Player 3	1	Goal Opponent	4	Harry	
CANADA	Shot Canada	61:37	61:42	61:52	Worlds Preliminary 2026 M	Blair	5	Opponent Save	2	Player 3	
CANADA	Shot Opponent	61:47	61:52	62:03	Worlds Preliminary 2026 M	Player 3	1	Canada Save	5	Blair	
CANADA	Shot Canada	61:59	62:04	62:09	Worlds Preliminary 2026 M	Blair	5	Opponent Save	3	Player 7	
CANADA	Shot Opponent	62:05	62:10	62:16	Worlds Preliminary 2026 M	Player 5	5	Canada Ball Control Save	1	Harry	
CANADA	Shot Canada	62:12	62:17	62:24	Worlds Preliminary 2026 M	Harry	1	Opponent Save	3	Player 7	
CANADA	Shot Opponent	62:20	62:25	62:33	Worlds Preliminary 2026 M	Player 3	1	Canada Ball Control Save	2.5	Mason	
CANADA	Shot Canada	62:29	62:34	62:39	Worlds Preliminary 2026 M	Mason	3	Opponent Save	2.5	Player 7	
CANADA	T-END	62:50	62:50	62:50	Worlds Preliminary 2026 M						
